"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"10/6/2022 12:00:00 AM","23","1911                ","NBI077740water Refill","Jv39941             ","False","cr190736"
"10/22/2022 12:00:00 AM","23","1916                ","NBI078364Water Refill","Jv39942             ","False","cr190736"
"11/12/2022 12:00:00 AM","23","1936                ","BIN079216Water Refill","Jv39943             ","False","cr190736"
"12/21/2022 12:00:00 AM","23","1970                ","BIN080743Water Refill","Jv39944             ","False","cr190736"
"12/5/2022 12:00:00 AM","23","1938                ","Water Refill","Jv39945             ","False","cr190736"
"12/14/2022 12:00:00 AM","23","1961                ","Water Refill","Jv39946             ","False","cr190736"
"12/8/2022 12:00:00 AM","23","1963                ","Water Refill","Jv39947             ","False","cr190736"
"12/8/2022 12:00:00 AM","23","1962                ","Water Refill","Jv39948             ","False","cr190736"
"12/5/2022 12:00:00 AM","23","1944                ","BL-0064467Water Bill Nov 2022","Jv39949             ","False","cr371"
"1/3/2023 12:00:00 AM","23","1969                ","Jan 2022 Water Bill","Jv39952             ","False","cr371"
"10/4/2022 12:00:00 AM","23","1899                ","Sep 2022 Water Bill","Jv39953             ","False","cr190736"
"10/4/2022 12:00:00 AM","23","1899                ","Sep 2022 Waterbill","Jv39957             ","False","cr371"
"11/2/2022 12:00:00 AM","23","1926                ","Oct 2022 Waterbill","Jv39958             ","False","cr371"
"12/31/2022 12:00:00 AM","23","1975                ","Dec 2022 Electricity Bill","Jv39987             ","False","cr372"
"11/1/2022 12:00:00 AM","23","1942                ","Nov 2022 Electricity Bill","Jv40000             ","False","cr372"
"10/31/2022 12:00:00 AM","23","1925                ","Oct 2022 Electricity Bill","Jv40011             ","False","cr372"
"10/2/2022 12:00:00 AM","23","1897                ","Sep 2022 Electricity","Jv40017             ","False","cr372"
"9/1/2022 12:00:00 AM","23","1891                ","Aug 2022","Jv40025             ","False","cr372"
"12/31/2022 12:00:00 AM","23","1973                ","Dec 2022","Jv40038             ","False","cr514"
"12/31/2022 12:00:00 AM","23","1974                ","Dec 2022","Jv40049             ","False","cr515"
"12/5/2022 12:00:00 AM","23","1946                ","Nov 2022 Nhif ","Jv40050             ","False","cr515"
"12/1/2022 12:00:00 AM","23","1945                ","Nov 2022 ","Jv40057             ","False","cr514"
"10/1/2022 12:00:00 AM","23","1903                ","Sep 2022 ","Jv40064             ","False","cr514"
"1/1/2023 12:00:00 AM","23","1973                ","Dec 2022","Jv40072             ","False","cr514"
"10/1/2022 12:00:00 AM","23","1903                ","Sep 2022","Jv40075             ","False","cr514"
"11/1/2022 12:00:00 AM","23","1919                ","Oct 2022","Jv40078             ","False","cr514"
"10/1/2022 12:00:00 AM","23","2094                ","Sep 2022","Jv40081             ","False","cr515"
"11/1/2022 12:00:00 AM","23","2119                ","Oct 2022","Jv40082             ","False","cr515"
"9/1/2022 12:00:00 AM","23","1881                ","Aug 2022","Jv40098             ","False","cr515"
"4/1/2022 12:00:00 AM","23","1772                ","QUO58Network cabinet,4GB ram stick, windows 10sftware,patch cord &amp; labour","Jv35531             ","False","cr190731"
"8/1/2022 12:00:00 AM","23","1879                ","Aug 2022","Jv40128             ","False","cr514"
"9/1/2022 12:00:00 AM","23","1879                ","Aug 2022","Jv40137             ","False","cr514"
"11/23/2022 12:00:00 AM","23","1949                ","231122100pcs of A3 posters","Jv40592             ","False","cr190747"
"11/5/2022 12:00:00 AM","23","1950                ","INV1950KBK 2Tyres,wheel balancing, wheel stands, Nozel, shipping cost","Jv40593             ","False","cr190645"
"10/26/2022 12:00:00 AM","23","1924                ","020","Jv40611             ","False","cr505"
"10/18/2022 12:00:00 AM","23","1913                ","142.35kgs of rags for cleaning","Jv40616             ","False","cr498"
"8/2/2022 12:00:00 AM","23","1905                ","inv974KBK 650M both bumper paint","Jv40617             ","False","cr190645"
"8/12/2022 12:00:00 AM","23","1906                ","inv994KBK650M rear brake pads","Jv40618             ","False","cr190645"
"10/6/2022 12:00:00 AM","23","1907                ","inv1037KBK 650M key lock set &amp; samp guard repair","Jv40619             ","False","cr190645"
"11/3/2022 12:00:00 AM","23","1929                ","Auction stopping legal fee-Equity loan","Jv40631             ","False","cr190620"
"12/31/2022 12:00:00 AM","23","1971                ","25625December2022 Nita levy","Jv40669             ","False","cr190746"
"12/31/2022 12:00:00 AM","23","1972                ","25554December 2022 PAYE payable","Jv40675             ","False","cr513"
"11/30/2022 12:00:00 AM","23","1937                ","3573002NITA levy 11months from Jan-Nov 2022","Jv40695             ","False","cr190746"
"11/30/2022 12:00:00 AM","23","1941                ","3573049Nov 2022 PAYE payable ","Jv40703             ","False","cr513"
"10/31/2022 12:00:00 AM","23","1933                ","October 2022 VAT Payable ","Jv40705             ","False","cr368"
"10/31/2022 12:00:00 AM","23","1934                ","Penalty for late October VAT payment ","Jv40706             ","False","cr368"
"9/30/2022 12:00:00 AM","23","1901                ","September 2022 PAYE Payable","Jv40710             ","False","cr513"
"10/31/2022 12:00:00 AM","23","1920                ","3202125October 2022 PAYE payable ","Jv40713             ","False","cr513"
"8/31/2022 12:00:00 AM","23","1912                ","August 2022 VAT payable","Jv40716             ","False","cr368"
"3/14/2022 12:00:00 AM","21","1862                ","Loan repaid before due time.","Jv40765             ","False","cr190735"
"12/5/2022 12:00:00 AM","23","1939                ","service charge for auction","Jv41136             ","False","cr190620"
"2/8/2023 12:00:00 AM","23","1875                ","","Jv41145             ","False","cr372"
"2/8/2023 12:00:00 AM","23","1876                ","","Jv41146             ","False","cr372"
"3/2/2023 12:00:00 AM","23","1877                ","202302BC00Jan 2023 ","Jv41147             ","False","cr372"
"2/8/2023 12:00:00 AM","23","1878                ","Jan 2023","Jv41148             ","False","cr372"
"2/2/2023 12:00:00 AM","23","1879                ","Electricity Jan 2023","Jv41149             ","False","cr372"
"2/21/2023 12:00:00 AM","23","1979                ","BIN082964Drinking water refill","Jv41194             ","False","cr190736"
"2/10/2023 12:00:00 AM","23","1980                ","BIN082522Water Refill","Jv41195             ","False","cr190736"
"3/2/2023 12:00:00 AM","23","1981                ","Water Refill","Jv41198             ","False","cr190736"
"1/31/2023 12:00:00 AM","23","1982                ","BIN082139Water Refill","Jv41199             ","False","cr190736"
"1/31/2023 12:00:00 AM","23","1983                ","BIN082127Water Refill","Jv41200             ","False","cr190736"
"3/1/2023 12:00:00 AM","23","1984                ","Soja Subscriptions Mar 2023","Jv41203             ","False","cr190695"
"1/20/2023 12:00:00 AM","23","1985                ","0402/2023Jan 2023","Jv41204             ","False","cr140615"
"2/9/2023 12:00:00 AM","23","1986                ","2023 business permit and fire licenses ","Jv41228             ","False","cr565"
"2/1/2023 12:00:00 AM","23","1987                ","1692404Feb 2022","Jv41263             ","False","cr190670"
"2/1/2023 12:00:00 AM","23","1988                ","Jan 2023","Jv41267             ","False","cr371"
"3/2/2023 12:00:00 AM","23","1989                ","Jan 2023","Jv41271             ","False","cr515"
"2/8/2023 12:00:00 AM","23","1990                ","Jan 2023","Jv41272             ","False","cr515"
"2/8/2023 12:00:00 AM","23","1992                ","Jan 2023","Jv41287             ","False","cr513"
"2/8/2023 12:00:00 AM","23","1993                ","Jan 2023","Jv41292             ","False","cr190746"
"2/8/2023 12:00:00 AM","23","1994                ","Jan 2023","Jv41295             ","False","cr514"
"2/28/2023 12:00:00 AM","23","1995                ","Feb 2022","Jv41300             ","False","cr190695"
"2/4/2023 12:00:00 AM","23","1996                ","Jan 2023","Jv41302             ","False","cr473"
"2/20/2023 12:00:00 AM","23","1997                ","0423/2023Feb 2022","Jv41305             ","False","cr140615"
"8/31/2022 12:00:00 AM","23","1999                ","Aug 2022","Jv41356             ","False","cr513"
"1/31/2023 12:00:00 AM","23","2000                ","VAT JAN 2023","Jv41380             ","False","cr368"
"1/31/2023 12:00:00 AM","23","2001                ","JAN 2023","Jv41381             ","False","cr368"
"2/23/2023 12:00:00 AM","23","2003                ","169Weighing machine service ","Jv41436             ","False","cr472"
"2/8/2023 12:00:00 AM","23","2004                ","234736Effluent discharge license ","Jv41454             ","False","cr371"
"2/9/2023 12:00:00 AM","23","2005                ","BIN082513Water refill 7pcs ","Jv41640             ","False","cr190736"
"2/10/2023 12:00:00 AM","23","2006                ","BIN0825222Pcs of 500ml cartons ","Jv41641             ","False","cr190736"
"6/19/2022 12:00:00 AM","23","2007                ","19062022Software upgrade ","Jv41660             ","False","cr349"
"3/1/2023 12:00:00 AM","23","2008                ","643798Feb 2023 Nita levy ","Jv41677             ","False","cr190746"
"3/1/2023 12:00:00 AM","23","2009                ","7151199Feb 2023 Water bill ","Jv41678             ","False","cr371"
"2/28/2023 12:00:00 AM","23","2010                ","643778Feb 2023 PAYE payable","Jv41680             ","False","cr513"
"2/28/2023 12:00:00 AM","23","2011                ","8223632Feb 2023 NHIF payable ","Jv41682             ","False","cr515"
"2/13/2023 12:00:00 AM","23","2012                ","13022023System back up ","Jv41684             ","False","cr349"
"2/28/2023 12:00:00 AM","23","2014                ","28022023QBPL back up monitoring ","Jv41687             ","False","cr349"
"4/1/2022 12:00:00 AM","23","1774                ","Comesa documents","Jv35542             ","False","cr30595"
"2/14/2023 12:00:00 AM","23","2015                ","14022023system back up ","Jv41688             ","False","cr349"
"2/28/2023 12:00:00 AM","23","2016                ","28022023Feb 2023 motor veh fuel ","Jv41692             ","False","cr473"
"1/12/2023 12:00:00 AM","23","2017                ","BIN0813424ctns and 5pcs of refillable bottles ","Jv41704             ","False","cr190736"
"1/20/2023 12:00:00 AM","23","2018                ","BIN0817095pcs of refillable bottles ","Jv41706             ","False","cr190736"
"3/27/2019 12:00:00 AM","23","2019                ","Pc4396Pc no.4396 purchase of 400L of diesel for bitumen heating","Jv41748             ","False","cr411"
"5/13/2019 12:00:00 AM","23","2020                ","Pc4151Pc no.4151 Purchase of 400Ltrs of diesel for bitumen heating","Jv41755             ","False","cr411"
"5/18/2019 12:00:00 AM","23","2021                ","Pc4199Pc no.4199 purchase of 400L of diesel for bitumen heating","Jv41756             ","False","cr411"
"6/16/2019 12:00:00 AM","23","2022                ","Pc4545Transport of 400L of diesel for bitumen heating","Jv41757             ","False","cr411"
